current_time,temperature,usage_cpu1,usage_cpu2,usage_cpu3,usage_cpu4,memory_cpu,memory_gpu,frequency_cpu,frequency_core,loadavg_1,loadavg_5,loadavg_15
210606-00:50:18,47.91487770090315,55.83239989942851,19.23150290277088,5.206777835853615,63.62969121795018,624.2023532710232,736.6631535438953,48.33604382272949,566.524083030323,0.879849546712238,0.4860032424661409,0.3435720971842615
210606-00:50:18,14.969322125471784,91.58073882726787,7.181148485285838,1.110498070578958,47.87191360256261,546.6621645934597,482.95160649402345,54.67204805912718,912.6264604577899,1.1258171794056087,0.3505108681897591,1.9658705846823834
210606-00:50:19,31.625658079469584,17.48120211702392,97.36020940500052,37.60135837487828,85.04690982484063,663.3967280036559,713.7440469569044,479.6166101100966,524.5249764278262,1.4653197007315968,0.9464251247920952,0.8451094846417915
210606-00:50:19,32.00441162558704,89.22535078614277,32.26577019084708,9.457986729870004,6.67825122988035,309.08032506700243,766.1074895226224,143.1656419452906,35.23100730975204,1.7816340113226479,0.8752792550960025,0.5351480472708103
210606-00:50:20,1.9254338815199723,0.7894646013297035,42.43296988651593,55.84689011381025,57.669887597164134,349.618270933539,194.97018700295087,27.418729779285613,768.8849443418208,1.5907751079532089,1.4658127698933996,1.438620569053168
210606-00:50:20,58.319264356853864,46.416220426847865,59.974550287983675,13.832721194726572,96.3097489345141,314.5783879672521,421.2633502748521,477.1194719708527,524.6552196816505,0.3410214980266957,1.3502955165832762,1.6870753326995125
210606-00:50:21,57.434420098975835,49.23782594227137,46.54694425529103,81.69611820389628,61.13488086638834,83.38360035571002,539.8657724332721,620.4194792008773,706.0583659250035,1.5810138341357265,1.7452207114270704,1.387705997386942
210606-00:50:21,21.94825828358177,59.98248815094611,8.039769478249214,49.456349793131835,94.20486447948578,323.2680636265889,498.35637598490234,956.8887185208006,818.1806933021038,1.579643283397869,0.8838974099217531,0.6455266963025825
210606-00:50:22,1.131797972175177,79.6678239753547,62.66949625051596,64.34555430530821,21.26486048612484,634.984108816407,672.4393040846646,965.2020505584316,612.5544136719402,1.9856623525493553,1.8547911091005393,1.3698951903758714
210606-00:50:22,16.10016668957055,30.557134053474567,35.153200412986386,55.544203884548736,54.6751910147271,210.6426050203929,638.2465110862865,380.5294155038368,257.4729084807754,0.7497656879845329,1.001420131954376,0.4134718346432964
