current_time,temperature,usage_cpu1,usage_cpu2,usage_cpu3,usage_cpu4,memory_cpu,memory_gpu,frequency_cpu,frequency_core,loadavg_1,loadavg_5,loadavg_15
210612-00:00:00,41.42143603199192,84.097471787705,2.9982707471388426,78.25671750856209,76.69965604090953,553.9928236132039,570.3071897203174,25.691135498141836,339.3361246278611,0.7839589066531181,1.250899550803588,1.0067277874455198
210612-00:00:00,7.904660059215508,35.63293503766356,60.84915430310887,25.496075568086095,74.38329195053637,952.1247162331122,141.4781306594115,673.9526059371339,713.9344231718753,0.9275709270314634,0.5344664839389883,1.493607911586249
210612-00:00:01,58.75251260207229,13.809738312217256,17.476991915426144,37.32549776188557,81.50294402668851,467.17040926660644,153.84790281593797,14.77370330530514,120.58109010022167,1.831638881636642,1.5159393548085045,1.8908659235458771
210612-00:00:01,68.58263713486116,84.27294090806473,20.81014818051762,28.200223367153754,87.7432844707441,269.66924022437456,366.7881768248087,662.8944026648192,313.23287291988646,1.040841479109525,1.2051730500246698,1.293745182933453
210612-00:00:02,25.99601730997701,55.84154932258228,31.5562055692869,94.93997308288938,59.43177752358719,498.6870288581443,224.53575388786194,803.1048286701146,549.5234223841171,1.8348992464015117,1.3763968361956387,0.8203188052918124
210612-00:00:02,56.2158428056276,98.1300248904414,63.007770237321296,7.707551392406476,95.84659989382857,346.19663930809986,376.1250117028807,253.6708655947798,665.6127049048816,0.055557399556137144,1.697275397491715,1.282079689219829
210612-00:00:03,12.183413336660317,36.57487517490941,82.92972410029897,16.68312444205162,24.355720946302895,751.1843155146689,258.44020824984307,615.3737343611847,874.631073331945,1.7339529235605506,0.3358442041502261,0.4551021027812392
210612-00:00:03,58.220622292228576,25.891572070676595,31.51329797049418,56.99144524980792,80.76690307301129,441.75509914284197,406.33778368402153,994.3813974936426,371.41458490764614,0.8608862052216786,1.0265467619060469,1.291050179292764
210612-00:00:04,54.73315017404368,34.35963824783802,9.981571065734073,39.49399824723186,58.970970814495004,959.2466602308629,183.2925099166607,103.79739480949368,926.2341007754952,0.7729464763246994,0.42999374482083486,1.5031866424978035
210612-00:00:04,23.050866344743643,12.93358683628445,17.317712223517013,55.265034616772994,38.0342651022896,827.7531411273579,80.17131598118522,304.8427482536433,419.38031720835187,0.49237450706996233,0.9591458060573386,0.09342079794926028
210612-00:00:05,39.82789340627426,70.703683240938,77.0455955792258,59.8847223428285,14.175189626243757,714.4867905323182,751.6770060667856,187.47043169724608,675.5939592717773,0.27636098103872975,1.104949979002678,0.26477988001014263
210612-00:00:05,24.625942863084752,23.19797583412543,42.715596619314525,41.876977849321825,38.0482466352033,290.09259552919696,497.7462473390319,531.7846561055317,625.0144932717051,1.039922245272681,1.2980251183769975,1.7310094209662368
210612-00:00:06,36.758761099468536,23.280730878131795,49.38081628082161,56.22018452068651,49.35582533862127,413.359907659802,368.46146544188593,65.6749703954378,996.2617864028166,0.9504400447100696,1.596098359424247,0.7488868855314434
210612-00:00:06,38.082583533713944,58.09893030273252,44.55795356505077,21.238504290196403,40.47451611318596,563.4348905618782,400.77157110447223,255.61111119248636,534.3293696776204,0.023859750819369863,0.25496778238896867,1.9420259500626789
210612-00:00:07,21.594790069087935,24.11514325762353,79.93456429655895,91.57105732757836,63.892789668044934,673.8879896459229,131.18833676882835,810.3725147352311,935.2786164587302,0.2530971377834823,1.1497684845239602,1.4547054386174203
210612-00:00:07,29.17536008030135,75.22773876461318,86.62799514755287,94.01308187334301,63.40984716110789,586.3035319841804,497.5352620894785,645.2512585787308,69.0926117035635,0.28051980860140757,0.0629518796292523,0.8762674637290073
210612-00:00:08,15.749364264175702,15.225095307684168,66.25125014663855,56.738360177233346,51.59203981939682,954.6197194498474,213.42810235198007,812.2125251038683,774.0001163007914,1.479603799462759,1.3868189375412094,0.05006975918879708
210612-00:00:08,37.188952151209186,54.06932591213267,41.61660264699536,72.0907396376983,33.664313467666894,930.6505937148189,817.4665208229471,670.6978401026073,207.93274897991387,1.3680481828116584,1.1413624490803893,0.43953633079438026
210612-00:00:09,42.472194736407104,6.074446094845198,98.92439745911695,1.1680902308394137,53.885686178128,885.7795319301696,396.2210281316761,398.63372725104705,840.1991039280811,1.8896979814258028,1.878322339122757,0.06490647494946988
210612-00:00:09,53.1716858524469,26.339487925223292,3.7060840223933744,22.173595505613086,2.23174184415158,422.3821718410108,979.0325908356716,582.1262233860879,632.7207900866443,1.0779752306001866,0.4774417325373699,1.2310040210360447
210612-00:00:10,38.20910123169209,35.15328460986352,42.50459012030918,27.196911691623804,94.06538675888882,419.94102409108535,547.8398300156069,383.0816329869581,792.2726853663188,0.45789966198363863,0.3240259790476405,0.7634038637439617
210612-00:00:10,45.86181736938659,7.0444026250041425,90.92508227954355,11.078384876667634,56.96578355897606,736.828096219844,899.6238092235762,886.7660704758566,739.7537917076792,1.5030019576572609,1.7493813169627406,1.6176720226505992
210612-00:00:11,25.98947725958737,36.22913709366716,89.32914177721571,33.124254965878904,84.92488562400443,380.9868090027767,165.38913262702425,402.3848317641522,447.4750252094103,0.561055906743533,1.4567912210005083,0.48587394824933017
210612-00:00:11,5.819057268636355,21.440591946849086,56.31687194551274,89.67987535028648,44.63494574407791,835.1576039130355,59.436405496248845,769.3932774127795,550.739147994998,1.7087436255628452,1.1251027891150047,0.5729447960346616
210612-00:00:12,69.0758260707771,52.78311390118818,12.6732804323193,96.6425837363448,49.203564976807876,363.3655683037645,135.9989671916213,818.1252677324712,835.0427428099978,0.9198560144134071,0.039281269605027536,1.2729286542371951
210612-00:00:12,25.01203458997372,89.37687899733577,75.24501864916664,68.11206653818438,87.7952442593932,605.8183640658589,904.7083012840316,589.5514999253146,576.6886352215613,1.8557692455893202,0.10301777379764898,0.03858992775697101
210612-00:00:13,57.93785546346073,14.24334337579225,7.667644100370186,0.6848111745190844,64.7566016363383,679.4339515354027,678.0785753832893,322.362094451231,446.618837509405,1.1580083467886777,1.4477598160843372,0.24841621928804747
210612-00:00:13,4.744643874522811,31.09467587888066,99.86148285736266,97.42226589726492,3.829931443108614,411.06421246105396,933.4871992484626,878.6591600093824,869.5298003730461,1.0466125189621134,0.7901862165127267,1.5983488825673018
210612-00:00:14,55.06645191298332,84.39414702699082,89.24145373792967,4.126157013215237,41.5578985765385,221.07382164773315,311.3405075962098,470.2607122833996,855.3043439008981,0.24036289766800079,1.0060057390197823,0.8621471382432155
210612-00:00:14,27.31279849322159,74.87167979861418,38.2867112847439,72.51158577323609,8.478664783453226,947.1667165456586,719.267596131103,283.03715424348417,728.6934214255276,1.8025239445729666,1.9915272239752548,0.27843313097978517
210612-00:00:15,65.84939067874984,81.62271317529458,87.60486744433777,2.007598315177783,86.45547559411986,286.60381024800364,524.3952168472175,638.8435494781571,319.91041534620945,0.22403289281030614,0.3933100636281748,1.8725457321099548
210612-00:00:15,59.128520085188,11.036746394001785,19.75813328542785,11.513992189254118,98.69135206186586,516.774882953489,781.3308414472702,683.0017388216601,850.9614593272911,1.266478685632265,1.5717677776730472,1.0491598439760206
210612-00:00:16,14.634122847083859,89.49056724890558,18.159781288345755,50.53867101221665,16.630566284209625,647.5145748435211,945.9795941117567,189.3381632115174,412.1982387650922,0.48244332847913096,1.66090212974685,0.19428001826592478
210612-00:00:16,57.432584458334944,35.33178965295794,74.45359172312645,21.456330283774307,9.610777818003191,812.6809472176462,587.3187429452821,462.379320024154,559.7653005074893,1.7639988540513818,1.3505365907577673,1.0087488206556074
210612-00:00:17,32.18372014558589,75.90229299719377,81.87486127026432,13.380014488025271,99.2854838251921,178.88472677387935,952.3006043872775,315.4857008708335,811.0368437938374,0.698431330694649,0.6732101782102486,0.6423948714638872
210612-00:00:17,16.813638572017112,36.71629659600306,94.21554082159659,4.259988460278619,10.368359870395382,675.3240458420202,20.603163966415817,595.7045781180972,100.71379903750343,0.5048480703772191,0.4973792026969859,0.7050616049341547
210612-00:00:18,15.282818162188132,68.66200478058033,63.68173341521196,29.925814014474938,48.54391771495388,989.053626437516,307.1420098783252,950.2368997145117,174.03616336208415,1.5917910546332508,1.8852233330791592,0.16303295334040757
210612-00:00:18,69.3479902510695,95.83537133010871,88.03838317063381,92.87666566506029,66.17545305772461,61.43360465047076,915.7582315510471,749.1813583345605,382.4880773563509,1.5189653637717349,0.8107812074576135,0.09950060180671372
210612-00:00:19,30.398793038161145,38.823805012656344,40.38649983207176,44.83337815736752,81.6547750128731,563.0639335199206,995.0463829126501,937.4582675165041,920.0338068741886,0.16333890734292278,0.5591608814417002,0.44183395187966323
210612-00:00:19,56.906168870828594,64.30751593473649,92.05094947392793,22.1380286145649,65.64757210491109,555.6054874721837,896.5234302260773,792.2598176287706,147.8720857940925,0.26575154474500406,1.3997288745997203,0.8297260994601532
210612-00:00:20,59.828921088263165,88.13992035345522,89.45132980964661,99.36928619947135,5.704804497024252,718.7120309001525,881.6693244108557,846.9797491281477,597.2221806076623,0.29815242340860415,1.6280469673687568,0.15892396030180755
210612-00:00:20,28.910054920080533,8.812767256387621,92.22493092944165,26.982427460090154,40.383218992663814,68.02792645322764,408.7606203910464,645.3577795416101,680.3123322055009,0.8460458012041983,1.586772375199013,0.5769488166251646
210612-00:00:21,36.9672658333968,38.98510968421805,65.22014839520331,57.85152550823608,60.30638353527252,85.8420292333354,585.79539793038,181.2149531563999,131.21863627623242,0.6876255582719353,1.2357901149442843,0.7222666938362057
210612-00:00:21,33.09457136210748,33.39943395523751,19.86400883987719,52.339263499126965,63.92318406452554,54.58967433503581,200.3265504666394,983.2996957650898,265.13997890217234,1.221955670247585,1.8944279427829347,1.572219916432628
210612-00:00:22,38.71487282582405,11.998255602590902,77.1699203178558,13.45569124289856,89.63768992518308,997.669806556368,240.95018316044047,727.0535339396232,260.64882579129466,1.7399259465038928,0.8570765131784621,1.6047501476964032
210612-00:00:22,6.203943629899236,24.04391875603714,1.3324620820340582,18.15762778017821,72.49275643383399,419.04373216813104,176.9392872546396,197.64849531631057,393.1768409477845,0.42475747252685325,1.7517497762222736,0.6545365922866127
210612-00:00:23,47.32322330680466,7.637666928366771,59.75798239635681,49.909452932801734,78.54071521877748,310.28708418735107,821.7776427573256,492.16454627394245,786.2605117131177,0.9899849109434833,0.540173690928736,0.8505066636337546
210612-00:00:23,53.95244715336969,15.918398223013897,93.52326061315168,61.4105415327618,73.63039361168524,757.6291923052769,677.7019885568499,734.9970124875096,868.3988765134227,1.2613614190396152,0.4145614157988118,0.3240614435084572
210612-00:00:24,18.22201177973091,72.34771439596123,57.593218934951864,46.73106158858581,99.72635472058438,720.2958645369218,198.1982870582184,989.6177163866486,157.2391582964038,0.8036217830743131,0.23195875005344369,0.6351419464774415
210612-00:00:24,3.9486280022729603,13.263310910770109,80.36288124008544,98.95575650642563,25.612618519890763,976.0273865392384,104.68316762418794,221.63345085478636,63.97425393529544,1.1492919157409673,1.1612674784087507,0.7317859638462012
210612-00:00:25,1.562961961486039,64.38053582541292,60.45646152514528,38.316714909732056,91.12790036202479,397.89300086040924,683.7474618404883,157.5845907864898,771.8118188951453,1.9810912073526512,1.5951170827592822,1.638688324754854
210612-00:00:25,28.45097394384556,46.158971735741986,11.245347726074339,19.238661386734478,49.87541686429966,945.1659543036451,823.7507518016332,596.4384629372323,481.24408166706,1.1799011127272818,0.46753721605359155,1.957623874549157
210612-00:00:26,14.071756490304994,31.968962383066536,12.247635975671178,43.75060631633572,39.14061009965244,558.9151829077049,388.40172840475753,378.53379559078604,149.62579282894606,1.476438704578534,0.5424762002257146,1.1900139132936216
210612-00:00:26,12.451926674003449,26.762549402483582,90.36109100199742,88.4433958595387,40.91791916416171,698.0018934797826,550.9415779804251,944.5588655355156,11.296922806753873,0.3598582270845567,1.6828520622633465,0.7017941519041542
210612-00:00:27,16.58119616207469,76.18179795451073,53.25848360559824,94.99244410077623,44.51512141655155,261.33042644113766,275.97049911741357,573.2707813628126,989.6319316001906,1.3208483391650878,1.8689078115826638,1.4913620212859362
210612-00:00:27,31.8194809195998,64.93046654807908,27.931532084160427,89.44812068701367,29.289816911910982,634.9808254170749,867.088309072503,713.2561674187912,777.676871078635,0.7570726480876189,0.8522730882518093,1.334747240980234
210612-00:00:28,46.62105301709749,65.58790281233244,67.0849673491146,79.60432541725363,39.85274896668458,520.7876360125824,802.8249231629571,446.3502268731164,805.679294285613,1.7466384156782269,0.07186944035287146,0.3385732902139016
210612-00:00:28,39.94327378276532,15.695725365552072,61.090647015681256,27.814587062750405,97.87098154366885,649.8221879412262,780.9400264684199,349.9128888585672,793.1223242029737,1.5346233548508044,1.9600271286082214,1.354536931133806
210612-00:00:29,20.83808795679031,70.298377028456,10.955246195935231,41.162937821442135,68.56849272191326,421.02242833611393,249.94774541558363,793.3685105458911,571.6247931728285,0.11756339184346376,1.3432089408948622,1.6986233685789032
210612-00:00:29,8.93395553223121,62.824398686640784,87.88745242832996,33.88494243918273,44.945464942905424,91.82553228205681,604.7160246825448,125.50828662103797,609.3078693955217,1.0832931219114508,0.484408874334991,0.0370286414362857
210612-00:00:30,35.68341033748075,66.5974238281273,4.5144964040512825,47.36633404440494,77.15620067257709,95.20160133896339,810.2217630069831,814.6813944169286,276.87884229174654,0.9511687102878685,1.890108020560501,0.5409016418516175
210612-00:00:30,12.565374524243316,98.3834727638131,60.255389639219125,74.17534455415161,59.47199814613688,815.9178608360542,420.0906072910523,648.9629694037108,678.6628531386112,0.9217552847647068,0.03141190070639177,1.3888068881877604
210612-00:00:31,30.10246103033268,53.57682249396262,59.412274962682865,41.749048556492696,23.167387165000676,932.5666799559854,211.30210064623566,409.5402724237959,239.82082742360834,1.290970155347626,0.8509606725555403,1.3772269885849169
210612-00:00:31,6.007407612347647,30.197984317546677,35.86452078681662,47.4584867199507,29.074832852355005,562.2520550939407,860.936807150194,915.7917974155067,74.70982877980003,0.6012822853185411,1.7852936537034707,1.473710581759905
210612-00:00:32,49.845702617819974,7.354037152794469,16.654943789855636,75.0315082726566,86.56584530605686,865.5152828044909,678.8769462217351,50.89268504555899,664.1179329070161,1.438413748639096,1.706399937929583,1.015990905215484
210612-00:00:32,64.84822220239802,47.17960894985494,52.97140622456029,42.66552528993765,82.87218820596055,371.4943227898333,996.9074707689332,330.27098473246974,376.7508914286286,0.08887486313819704,1.6313084874211607,0.3488900264466501
210612-00:00:33,24.03085957931027,73.8991891698812,44.25293151851712,4.0391123108480915,6.276295907968777,458.8354026712536,292.1955766505353,297.1131444326618,515.7409010206628,0.8020027507598355,0.77259302311196,1.9867267082809223
210612-00:00:33,44.061560292862055,47.27560151430642,13.114113888414291,97.68864576473203,92.91557326248117,316.7505084747636,742.7426005030269,868.4822450765008,419.8098625616613,0.4405961226639683,0.32025426551439584,0.5886300057643694
210612-00:00:34,48.61540268963393,10.19071342994603,27.599288432935865,67.10153492637745,15.868248297196065,960.5187349670649,344.69807557290676,175.25574709200197,729.4566299560362,0.9819275387599677,1.620439588952454,1.3840868282736196
210612-00:00:34,31.28496799660697,59.77174057916116,53.03896760044541,46.594976199217385,57.8338275942659,804.1683623151882,997.9889210594688,790.6313220125999,988.4374004269722,0.8412778880052776,0.09804123573433476,1.7671041773361433
210612-00:00:35,0.1753444852490771,82.51921490296955,73.15798429900835,77.29113557882354,38.50038937302608,681.5930011899939,570.1351183902175,441.7555679200599,12.821397370667231,0.6956976642423056,1.133119588173108,0.5726737887843785
210612-00:00:35,39.31619028311896,62.3327733810837,7.422945149393345,3.1160896162381047,15.351771548496684,919.6174904604183,163.33383733934227,649.4346460399827,369.7575068118202,1.1547281855397031,0.9905230938484071,0.342910960392083
210612-00:00:36,46.236362810152436,86.77044541303088,22.683609989102436,59.78599603017617,24.378186129543224,106.10437029125796,657.1237182610012,138.85802587775154,664.0905140428957,1.5650484289564042,0.758086633781734,0.013306621725850398
210612-00:00:36,42.32161934540954,99.3623312904136,45.911186061228335,24.961254829156697,30.663133216641004,467.90603754312065,639.2881853084749,557.7070641759755,227.0363777965414,1.2786545931601643,1.1909071261394373,0.9334851908564181
210612-00:00:37,37.51959530932103,53.49840592649839,64.14860124212291,95.55439681747688,44.25089688481465,656.9039894093453,153.3507369741549,831.0603976919344,370.1345544520225,1.573741332270647,0.565009592693855,0.9691225351656538
210612-00:00:37,29.524819828261176,81.08669611375781,0.9359728517420396,20.769100178960322,52.13193922532392,167.0480263266816,512.0159038048097,689.1448188177692,815.7830349041129,0.28221377134033543,0.9068319256601252,1.3658608808329296
210612-00:00:38,24.15016654079842,32.934264260716326,97.87912951488606,55.372937002842136,34.72116326689564,584.466721616271,392.37846461547485,75.00854042025618,520.842903168647,0.34869100430489763,1.6623692170137563,0.08750997130019611
210612-00:00:38,18.505504363725233,90.06997623065404,78.54848320324564,61.0702638999542,73.61605791088944,974.447513465385,284.36209966075364,50.45941962505485,242.02794571893594,0.2683711482704316,1.691339457650941,1.5551796137115759
210612-00:00:39,48.745048137150256,3.0599718147509836,26.655711421553775,90.67282475543095,98.81710215492645,286.1620180256972,238.56034840100548,990.4278635538769,383.51840040203257,0.8533354245187803,1.4321630778630166,1.1987029284447575
210612-00:00:39,11.697043589080415,73.33536946066137,68.77645037184811,78.66273635805248,59.20694164251681,234.42338769914517,830.8219551086628,123.87586115121474,495.7741021308185,0.0840334053379268,0.8376578292493091,1.1787925829989438
210612-00:00:40,69.49253653769952,68.73499282384131,78.33269117112627,11.099473898164913,96.37890039936346,94.5591111962375,570.0627168181622,270.2544888492627,252.29997715951825,0.3377913505655521,1.5946654842567296,1.097810968719886
210612-00:00:40,65.83308325174725,73.64774754075731,95.25211029172168,30.810706236181918,35.40857018761548,322.73927037637895,608.0531893019718,500.4943362696479,205.45350149538132,1.3116543005138586,0.9935418102195124,1.8775926385496622
210612-00:00:41,15.929162912544776,76.85045778151519,46.186798329307535,8.067099866891347,1.9105511602980907,190.48885148907246,279.02072862254045,568.2506696954488,390.0838668877866,0.13787363324564916,0.2154157103857013,1.220378179811354
210612-00:00:41,59.472239826684714,41.013472175443866,77.73093560522254,82.54267633322627,62.31463321733154,193.79541540915568,456.9475575082207,918.1009975760676,598.3141594816742,0.7508394268034657,0.1546391054592502,0.20842173203590098
210612-00:00:42,0.11453496941529862,63.519826817253254,14.112363434378693,11.548146124071634,16.5253284413993,836.2443185123026,946.6766548876966,757.114093860354,783.3012741671554,1.235445878055236,1.5332165620625433,1.6925228779773365
210612-00:00:42,62.52629083553671,56.123413242556566,34.018498722128456,59.84887441378785,35.281671133679836,483.8854489812715,875.6890505506733,764.5536700424569,168.83076204923265,1.7923275404415409,1.215928906061624,0.4762352420926881
210612-00:00:43,68.01855628397118,88.06971562555138,92.13970845659316,15.768345195748434,29.510288867034042,944.5120074534642,878.1085061262773,748.0930119277197,13.815591185645793,1.2950478768816818,0.3770557264416783,1.866799896621938
210612-00:00:43,52.7494294708525,7.205532155831273,71.03380355138256,54.060611718448015,41.205340397480285,410.36843480535026,383.01692776022156,337.3555862527944,125.58762038010795,0.9457095588994064,0.9032384012532797,1.2325828278492073
210612-00:00:44,6.2842834043541895,90.651485405269,14.60895575276746,74.47617163217429,51.465158648646046,358.524764075535,460.2116221252378,463.0939174957971,988.0790969481062,1.8815383485010895,1.344619969936486,0.9895288710507377
210612-00:00:44,9.85258965497165,74.21334925070515,36.01491246744796,68.64306734545414,84.95156485512148,531.2379204756111,859.0288879736993,667.8497767282196,846.9767669936344,0.12588465989828412,1.7904378756250177,1.4097834944718013
210612-00:00:45,52.108955349125196,51.61089365204676,21.79946896469288,42.899468486485205,73.5468059470613,879.1333956962859,527.0975073011218,437.0214364498468,22.344350447631058,1.8631615073342804,0.42742145080914806,0.4813412763601508
210612-00:00:45,19.644458415678816,22.504232386711465,83.20464980119073,70.97557808408398,20.568588721762747,175.76951283035257,346.01956671360335,811.306509937154,671.2615545681314,1.3213810854577537,1.4783824322870514,0.7928107744012645
210612-00:00:46,44.531195742153784,95.44161683481875,30.93754977901373,17.67276763509569,19.365502035126912,712.6348384653434,774.7063399207942,337.6337197131445,633.2052593412129,1.9876030560682976,1.8709805788979732,0.5707460243915621
210612-00:00:46,69.17315015299903,91.6201074768164,29.192471244223828,48.97191020622146,97.17707583340741,531.211039052341,589.3753594694599,627.0727986585132,334.54019251758893,1.9395874074177568,0.639557602024635,1.7739893331345131
210612-00:00:47,41.64589500417699,51.37214030076455,42.68781673774381,98.3376407450791,92.96087041462079,827.0192400273896,426.98385695355836,739.3022461543063,169.04479675136508,1.2566815744913242,0.40403253999313926,1.7867948662073236
210612-00:00:47,58.98878394332169,64.63555579676155,86.0893405768277,96.3274449764017,67.99522784340041,113.16852337718963,472.50125445464374,5.255587522516425,286.9721423674578,1.2450518216259934,1.3885720639625887,1.2559495641730911
210612-00:00:48,51.77427296141946,74.89343694707567,72.2410845362923,41.97027937807994,69.98589058507598,201.8853142047712,509.1831184591327,966.5291190565681,509.4659697343776,1.4466534562470916,1.0044319252960834,0.4073014175756393
210612-00:00:48,39.0186370860649,11.854778232850338,11.358703704541085,5.244085453337178,88.01684194192319,157.09478004945655,172.34024672550618,477.40193870099466,788.1083129718165,0.27469152169996147,1.0236752317760052,0.6463992559488878
210612-00:00:49,33.01498569984839,6.213008853279667,30.216934076863765,69.05777316656369,70.78155998399797,727.1553630454873,398.6437809997484,206.16233460829292,550.3354693128254,0.6413126804184623,1.677451452227235,0.07787676125141862
210612-00:00:49,59.334171328778545,10.999108216939234,54.940829796583834,4.1124734475248665,77.44652298283242,315.8971379641182,625.229934727184,794.6123527576689,679.8552567145013,0.2505415662725894,1.6442928275802196,1.3865445402550194
210612-00:00:50,31.794786577643613,56.511139086697824,67.54881367269806,4.6293147818274205,19.11897712766243,174.87724235166846,31.70450436120731,668.6050132020582,422.1513175914188,0.8354578937031805,1.0811445160084066,0.8066036626371951
210612-00:00:50,6.997900873189026,52.852623008043984,6.674498135300078,92.05034561653925,97.22453432804697,644.4875269158828,12.611434986172675,181.6001639097651,956.3270379962264,0.19536223027960298,0.7991906148788903,0.11827180782635272
210612-00:00:51,17.37961946046424,1.5636731396708625,22.616280815482526,23.796776922876784,76.5738210762704,257.4258930749631,286.9099316318182,335.53469705211245,691.6357004664362,1.9545284219844417,1.0529026101408372,1.4521087530349823
210612-00:00:51,8.854949020500975,27.97335403851854,99.43862104346599,82.91078362278,38.31393214067078,959.7398518663737,571.5689016833327,446.0952329091821,263.1638759434942,1.1704095664915513,1.7922292637609267,0.6999585463558489
210612-00:00:52,9.46101387782167,69.78202023718313,86.8025208191337,59.9807287011081,78.63430512845349,174.849358189174,167.22755183980487,338.91466261640835,288.20622999660407,1.6173827271151406,0.1473900158817818,1.8290647633061345
210612-00:00:52,45.34430797336973,20.299135021661428,26.807183006321,60.911980253023756,58.85076487725803,631.5616490655018,315.3249939390147,636.0446495590833,410.9360759337251,0.6913162151961796,1.80338815198798,0.9845948567403513
210612-00:00:53,28.438860745734583,66.16384692640428,70.84351699917751,83.22016145523446,20.50621309841253,631.2200506550648,147.9507960843893,909.9722428010269,926.0357968275239,0.9972271314563972,1.7162238786070505,0.23893559438657874
210612-00:00:53,11.048487744616132,41.4779073486348,27.45244468543431,87.73517888326367,15.534269547432512,291.4883743663883,742.5462349876767,297.85327791784056,75.476913954997,1.1656231651315758,0.024749999071200124,1.9756952876324045
210612-00:00:54,51.89609645443984,68.5583291068507,26.977188324030564,36.40411249642419,20.786654425110907,633.3567425229894,793.0083592310044,380.60263225920687,630.5279786535317,0.8634494334521112,0.7931454334573556,1.7929638900586973
210612-00:00:54,13.023048639142928,61.820890383606454,17.093477693693394,43.45839672322508,20.3871299405059,624.6479992132199,957.7626681312544,768.7172123412323,288.4669038036257,0.26637931336457865,0.1506683040701553,1.8120591144433542
210612-00:00:55,7.329899629626841,45.36792042801632,8.013149636458705,79.58628752265605,67.09971591146093,626.625856519444,391.26030778760565,702.9151159949994,227.45013327310147,0.18797588552523203,0.9135487288382298,0.7175975575325997
210612-00:00:55,69.29985757727448,39.8177648586916,4.511868491768956,39.57273769255334,45.680783631561695,728.5540876356235,151.55223657140482,880.5227431930678,20.869608231241177,1.3254015455970678,0.2621137785467307,0.1970153001213999
210612-00:00:56,9.310365788240395,97.68005693015311,47.69145966364251,86.31843823163261,55.00832248250062,37.15738948203118,475.58128863786567,521.2272045960725,226.15594957528896,1.3796424111124337,0.8725185922720049,1.1942038075487362
210612-00:00:56,26.932851041514457,68.2292958181489,94.88500903802618,62.495381499485525,54.59479823415445,445.6955987478054,841.9206993042405,139.83378808971037,371.95208884816265,0.2174870208178794,1.4956461213288306,1.5139052018347772
210612-00:00:57,29.234921363704004,5.934590849719557,65.72337216490945,27.98917242398535,51.475112284489086,845.7703809035456,344.1088692584635,212.45098686739038,421.80693484254607,0.36019789177997463,1.3195019962685908,1.4321278188349538
210612-00:00:57,26.46813425850336,16.81044987041309,48.642699070786286,99.71632191552298,25.16002966570611,153.35288966127402,930.8297100933778,943.3225441931554,444.80055839636054,1.9932150123221934,1.5688350932342916,0.99537008012307
210612-00:00:58,62.79611822856202,30.885886327466917,92.60759253100166,43.93852204547735,34.5677252990632,126.69126023468402,661.6469846501708,316.39262068470373,180.8669668072309,0.3035850117846053,0.666955539195502,0.8213007944139523
210612-00:00:58,24.361671233722657,58.598922235943604,89.61602075489003,94.59771608101217,67.78236154717214,154.52534157169384,875.0776187990808,982.053371143699,800.8432809385724,0.34288499768433733,1.465193956462891,0.5367213914509459
